id,url
vha_501HB,https://www.albuquerque.va.gov/services/covid-19-vaccines.asp
vha_502,https://www.alexandria.va.gov/services/covid-19-vaccines.asp
vha_502GA,https://www.alexandria.va.gov/services/covid-19-vaccines.asp
vha_502GB,https://www.alexandria.va.gov/services/covid-19-vaccines.asp
vha_502GE,https://www.alexandria.va.gov/services/covid-19-vaccines.asp
vha_502GF,https://www.alexandria.va.gov/services/covid-19-vaccines.asp
vha_502GG,https://www.alexandria.va.gov/services/covid-19-vaccines.asp
vha_502QB,https://www.alexandria.va.gov/services/covid-19-vaccines.asp
vha_503,https://www.altoona.va.gov/services/covid-19-vaccines.asp
vha_503GA,https://www.altoona.va.gov/services/covid-19-vaccines.asp
vha_503GB,https://www.altoona.va.gov/services/covid-19-vaccines.asp
vha_503GC,https://www.altoona.va.gov/services/covid-19-vaccines.asp
vha_503GD,https://www.altoona.va.gov/services/covid-19-vaccines.asp
vha_503GE,https://www.altoona.va.gov/services/covid-19-vaccines.asp
vha_504,https://www.amarillo.va.gov/services/covid-19-vaccines.asp
vha_504BY,https://www.amarillo.va.gov/services/covid-19-vaccines.asp
vha_504BZ,https://www.amarillo.va.gov/services/covid-19-vaccines.asp
vha_504GA,https://www.amarillo.va.gov/services/covid-19-vaccines.asp
vha_504HB,https://www.amarillo.va.gov/services/covid-19-vaccines.asp
vha_506,https://www.annarbor.va.gov/services/covid-19-vaccines.asp
vha_506GA,https://www.annarbor.va.gov/services/covid-19-vaccines.asp
vha_506GB,https://www.annarbor.va.gov/services/covid-19-vaccines.asp
vha_506GC,https://www.annarbor.va.gov/services/covid-19-vaccines.asp
vha_506QA,https://www.annarbor.va.gov/services/covid-19-vaccines.asp
vha_506QB,https://www.annarbor.va.gov/services/covid-19-vaccines.asp
vha_508,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GA,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GE,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GF,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GG,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GH,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GI,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GJ,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GK,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GL,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GM,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GN,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GO,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508GP,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508QB,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508QC,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508QD,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508QE,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508QF,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508QH,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508QI,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_508QJ,https://www.atlanta.va.gov/services/covid-19-vaccines.asp
vha_509,https://www.augusta.va.gov/services/covid-19-vaccines.asp
vha_509A0,https://www.augusta.va.gov/services/covid-19-vaccines.asp
vha_509GA,https://www.augusta.va.gov/services/covid-19-vaccines.asp
vha_509GB,https://www.augusta.va.gov/services/covid-19-vaccines.asp
vha_509QA,https://www.augusta.va.gov/services/covid-19-vaccines.asp
vha_512,https://www.maryland.va.gov/services/covid-19-vaccines.asp
vha_512A5,https://www.maryland.va.gov/services/covid-19-vaccines.asp
vha_512GA,https://www.maryland.va.gov/services/covid-19-vaccines.asp
vha_512GC,https://www.maryland.va.gov/services/covid-19-vaccines.asp
vha_512GD,https://www.maryland.va.gov/services/covid-19-vaccines.asp
vha_512GE,https://www.maryland.va.gov/services/covid-19-vaccines.asp
vha_512GF,https://www.maryland.va.gov/services/covid-19-vaccines.asp
vha_512GG,https://www.maryland.va.gov/services/covid-19-vaccines.asp
vha_515,https://www.battlecreek.va.gov/services/covid-19-vaccines.asp
vha_515BY,https://www.battlecreek.va.gov/services/covid-19-vaccines.asp
vha_515GA,https://www.battlecreek.va.gov/services/covid-19-vaccines.asp
vha_515GB,https://www.battlecreek.va.gov/services/covid-19-vaccines.asp
vha_515GC,https://www.battlecreek.va.gov/services/covid-19-vaccines.asp
vha_516,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_516BZ,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_516GA,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_516GB,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_516GC,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_516GD,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_516GE,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_516GF,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_516GH,https://www.baypines.va.gov/services/covid-19-vaccines.asp
vha_517,https://www.beckley.va.gov/services/covid-19-vaccines.asp
vha_517GB,https://www.beckley.va.gov/services/covid-19-vaccines.asp
vha_517QA,https://www.beckley.va.gov/services/covid-19-vaccines.asp
vha_518,https://www.bedford.va.gov/services/covid-19-vaccines.asp
vha_518GA,https://www.bedford.va.gov/services/covid-19-vaccines.asp
vha_518GB,https://www.bedford.va.gov/services/covid-19-vaccines.asp
vha_518GE,https://www.bedford.va.gov/services/covid-19-vaccines.asp
vha_519,https://www.bigspring.va.gov/services/covid-19-vaccines.asp
vha_519GA,https://www.bigspring.va.gov/services/covid-19-vaccines.asp
vha_519GB,https://www.bigspring.va.gov/services/covid-19-vaccines.asp
vha_519GD,https://www.bigspring.va.gov/services/covid-19-vaccines.asp
vha_519HC,https://www.bigspring.va.gov/services/covid-19-vaccines.asp
vha_519HD,https://www.bigspring.va.gov/services/covid-19-vaccines.asp
vha_519HF,https://www.bigspring.va.gov/services/covid-19-vaccines.asp
vha_520,https://www.biloxi.va.gov/services/covid-19-vaccines.asp
vha_520BZ,https://www.biloxi.va.gov/services/covid-19-vaccines.asp
vha_520GA,https://www.biloxi.va.gov/services/covid-19-vaccines.asp
vha_520GB,https://www.biloxi.va.gov/services/covid-19-vaccines.asp
vha_520GC,https://www.biloxi.va.gov/services/covid-19-vaccines.asp
vha_521,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GA,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GC,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GD,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GE,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GF,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GG,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GH,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GI,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521GJ,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_521QA,https://www.birmingham.va.gov/services/covid-19-vaccines.asp
vha_523,https://www.boston.va.gov/services/covid-19-vaccines.asp
vha_523A4,https://www.boston.va.gov/services/covid-19-vaccines.asp
vha_523A5,https://www.boston.va.gov/services/covid-19-vaccines.asp
vha_523BY,https://www.boston.va.gov/services/covid-19-vaccines.asp
vha_523BZ,https://www.boston.va.gov/services/covid-19-vaccines.asp
vha_523GA,https://www.boston.va.gov/services/covid-19-vaccines.asp
vha_523GC,https://www.boston.va.gov/services/covid-19-vaccines.asp
vha_523GD,https://www.boston.va.gov/services/covid-19-vaccines.asp
vha_526,https://www.bronx.va.gov/services/covid-19-vaccines.asp
vha_526GA,https://www.bronx.va.gov/services/covid-19-vaccines.asp
vha_526GB,https://www.bronx.va.gov/services/covid-19-vaccines.asp
vha_526GD,https://www.bronx.va.gov/services/covid-19-vaccines.asp
vha_528,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528A4,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528A5,https://www.fingerlakes.va.gov/services/covid-19-vaccines.asp
vha_528A6,https://www.fingerlakes.va.gov/services/covid-19-vaccines.asp
vha_528A7,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_528A8,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528G2,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528G3,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528G4,https://www.fingerlakes.va.gov/services/covid-19-vaccines.asp
vha_528G5,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_528G6,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528G7,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528G8,https://www.fingerlakes.va.gov/services/covid-19-vaccines.asp
vha_528G9,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_528GB,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528GC,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528GD,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528GE,https://www.fingerlakes.va.gov/services/covid-19-vaccines.asp
vha_528GK,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528GL,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_528GM,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_528GN,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_528GO,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_528GP,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_528GQ,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528GQ01,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528GR,https://www.buffalo.va.gov/services/covid-19-vaccines.asp
vha_528GT,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528GV,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528GW,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528GX,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528GY,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528GZ,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528QC,https://www.fingerlakes.va.gov/services/covid-19-vaccines.asp
vha_528QE,https://www.fingerlakes.va.gov/services/covid-19-vaccines.asp
vha_528QF,https://www.fingerlakes.va.gov/services/covid-19-vaccines.asp
vha_528QK,https://www.albany.va.gov/services/covid-19-vaccines.asp
vha_528QN,https://www.syracuse.va.gov/services/covid-19-vaccines.asp
vha_529,https://www.butler.va.gov/services/covid-19-vaccines.asp
vha_529A4,https://www.butler.va.gov/services/covid-19-vaccines.asp
vha_529GA,https://www.butler.va.gov/services/covid-19-vaccines.asp
vha_529GB,https://www.butler.va.gov/services/covid-19-vaccines.asp
vha_529GC,https://www.butler.va.gov/services/covid-19-vaccines.asp
vha_529GD,https://www.butler.va.gov/services/covid-19-vaccines.asp
vha_529GF,https://www.butler.va.gov/services/covid-19-vaccines.asp
vha_531,https://www.boise.va.gov/services/covid-19-vaccines.asp
vha_531GE,https://www.boise.va.gov/services/covid-19-vaccines.asp
vha_531GG,https://www.boise.va.gov/services/covid-19-vaccines.asp
vha_531GH,https://www.boise.va.gov/services/covid-19-vaccines.asp
vha_531GI,https://www.boise.va.gov/services/covid-19-vaccines.asp
vha_531GJ,https://www.boise.va.gov/services/covid-19-vaccines.asp
vha_534,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_534BY,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_534GB,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_534GC,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_534GD,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_534GE,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_534GF,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_534QA,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_534QB,https://www.charleston.va.gov/services/covid-19-vaccines.asp
vha_537,https://www.chicago.va.gov/services/covid-19-vaccines.asp
vha_537BY,https://www.chicago.va.gov/services/covid-19-vaccines.asp
vha_537GA,https://www.chicago.va.gov/services/covid-19-vaccines.asp
vha_537GD,https://www.chicago.va.gov/services/covid-19-vaccines.asp
vha_537HA,https://www.chicago.va.gov/services/covid-19-vaccines.asp
vha_538,https://www.chillicothe.va.gov/services/covid-19-vaccines.asp
vha_538GA,https://www.chillicothe.va.gov/services/covid-19-vaccines.asp
vha_538GB,https://www.chillicothe.va.gov/services/covid-19-vaccines.asp
vha_538GC,https://www.chillicothe.va.gov/services/covid-19-vaccines.asp
vha_538GD,https://www.chillicothe.va.gov/services/covid-19-vaccines.asp
vha_538GE,https://www.chillicothe.va.gov/services/covid-19-vaccines.asp
vha_538GF,https://www.chillicothe.va.gov/services/covid-19-vaccines.asp
vha_539,https://www.cincinnati.va.gov/services/covid-19-vaccines.asp
vha_539GA,https://www.cincinnati.va.gov/services/covid-19-vaccines.asp
vha_539GB,https://www.cincinnati.va.gov/services/covid-19-vaccines.asp
vha_539GC,https://www.cincinnati.va.gov/services/covid-19-vaccines.asp
vha_539GD,https://www.cincinnati.va.gov/services/covid-19-vaccines.asp
vha_539GE,https://www.cincinnati.va.gov/services/covid-19-vaccines.asp
vha_539GF,https://www.cincinnati.va.gov/services/covid-19-vaccines.asp
vha_539QD,https://www.cincinnati.va.gov/services/covid-19-vaccines.asp
vha_540,https://www.clarksburg.va.gov/services/covid-19-vaccines.asp
vha_540GA,https://www.clarksburg.va.gov/services/covid-19-vaccines.asp
vha_540GB,https://www.clarksburg.va.gov/services/covid-19-vaccines.asp
vha_540GC,https://www.clarksburg.va.gov/services/covid-19-vaccines.asp
vha_540GD,https://www.clarksburg.va.gov/services/covid-19-vaccines.asp
vha_540HK,https://www.clarksburg.va.gov/services/covid-19-vaccines.asp
vha_541,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541BY,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541BZ,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GB,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GC,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GD,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GE,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GF,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GG,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GH,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GI,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GJ,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GK,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_541GL,https://www.cleveland.va.gov/services/covid-19-vaccines.asp
vha_542,https://www.coatesville.va.gov/services/covid-19-vaccines.asp
vha_542GA,https://www.coatesville.va.gov/services/covid-19-vaccines.asp
vha_542GE,https://www.coatesville.va.gov/services/covid-19-vaccines.asp
vha_544,https://www.columbiasc.va.gov/services/covid-19-vaccines.asp
vha_544BZ,https://www.columbiasc.va.gov/services/covid-19-vaccines.asp
vha_544GB,https://www.columbiasc.va.gov/services/covid-19-vaccines.asp
vha_544GC,https://www.columbiasc.va.gov/services/covid-19-vaccines.asp
vha_544GD,https://www.columbiasc.va.gov/services/covid-19-vaccines.asp
vha_544GE,https://www.columbiasc.va.gov/services/covid-19-vaccines.asp
vha_544GF,https://www.columbiasc.va.gov/services/covid-19-vaccines.asp
vha_544GG,https://www.columbiasc.va.gov/services/covid-19-vaccines.asp
vha_546,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_546BZ,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_546GA,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_546GB,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_546GC,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_546GD,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_546GE,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_546GF,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_546GH,https://www.miami.va.gov/services/covid-19-vaccines.asp
vha_548,https://www.westpalmbeach.va.gov/services/covid-19-vaccines.asp
vha_548GA,https://www.westpalmbeach.va.gov/services/covid-19-vaccines.asp
vha_548GB,https://www.westpalmbeach.va.gov/services/covid-19-vaccines.asp
vha_548GC,https://www.westpalmbeach.va.gov/services/covid-19-vaccines.asp
vha_548GD,https://www.westpalmbeach.va.gov/services/covid-19-vaccines.asp
vha_548GE,https://www.westpalmbeach.va.gov/services/covid-19-vaccines.asp
vha_548GF,https://www.westpalmbeach.va.gov/services/covid-19-vaccines.asp
vha_548QA,https://www.westpalmbeach.va.gov/services/covid-19-vaccines.asp
vha_549,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549A4,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549A5,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549BY,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549GD,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549GE,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549GF,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549GH,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549GJ,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549GK,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549GL,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549GM,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_549QC,https://www.northtexas.va.gov/services/covid-19-vaccines.asp
vha_550,https://www.danville.va.gov/services/covid-19-vaccines.asp
vha_550BY,https://www.danville.va.gov/services/covid-19-vaccines.asp
vha_550GA,https://www.danville.va.gov/services/covid-19-vaccines.asp
vha_550GD,https://www.danville.va.gov/services/covid-19-vaccines.asp
vha_550GF,https://www.danville.va.gov/services/covid-19-vaccines.asp
vha_550GG,https://www.danville.va.gov/services/covid-19-vaccines.asp
vha_552,https://www.dayton.va.gov/services/covid-19-vaccines.asp
vha_552GA,https://www.dayton.va.gov/services/covid-19-vaccines.asp
vha_552GB,https://www.dayton.va.gov/services/covid-19-vaccines.asp
vha_552GC,https://www.dayton.va.gov/services/covid-19-vaccines.asp
vha_552GD,https://www.dayton.va.gov/services/covid-19-vaccines.asp
vha_553,https://www.detroit.va.gov/services/covid-19-vaccines.asp
vha_553GA,https://www.detroit.va.gov/services/covid-19-vaccines.asp
vha_553GB,https://www.detroit.va.gov/services/covid-19-vaccines.asp
vha_554,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554A4,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554A5,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554BU,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GB,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GC,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GD,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GE,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GF,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GG,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GH,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GI,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554GJ,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554QA,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554QB,https://www.denver.va.gov/services/covid-19-vaccines.asp
vha_554QC,https://www.denver.va.gov/services/covid-19-vaccines.asp
